Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,cleaned_consumer_narrative,narrative_sentiment_score
2022-07-26,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX , XXXX XXXX XXXX XXXX XXXX Mortgage Servicer : Select Portfolio Services Inc XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX , XXXX XXXX XXXX ( Ombudsman Department ) Note Holder Listed at XXXX XXXX XXXX XXXX Clerk of Court and SPS : XXXX XXXX XXXX XXXX XXXX , as Trustee for the benefit of the XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX. 


XX/XX/XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ( Property Owner/Land Lord/ XXXX XXXX signed a lease agreement with XXXX XXXX ( XXXX XXXX XXXX XXXX for less than 1 acre of land located at XXXX XXXX XXXX, XXXX, GA XXXX, XXXX XXXX XXXX XXXX XXXX signed their copy on XX/XX/XXXX. This agreement is for a lease, not a purchase, of less than 1 acre of land contained in a plot of 19.75 acres. The option is one year from signing and can be extended one more year, although XXXX XXXX has not extended as of XX/XX/XXXX. [ XXXX ] XXXX XXXX requires the current mortgage company or mortgage servicing company to sign Mortgage Subordination Agreement with the understanding if mortgagor defaults then the lease agreement will stand with lien holder ( Note Holder ). Phone Contact was made with Select Portfolio Servicing, Inc ( Hereafter refered to as SPS ) requesting the exact department and mailing address to send Mortgage Subordination Agreement. ( See Phone Log XX/XX/XXXX ). The Mortgage Subordination Agreement was sent to SPS on XX/XX/XXXX. [ 2 ] SPS acknowledge receipt of XX/XX/XXXX correspondence with their letter dated XX/XX/XXXX. [ 3 ] Mortgagors made several calls to SPS requesting the status of their completion of the Mortgage Subordination Agreement. SPSs reply was general in stating, it is under review, awaiting management review, or with underwriters ( Phone Log XX/XX/XXXX XXXX XX/XX/XXXX ) XX/XX/XXXX, after no contact or progress with the Mortgage Subordination Agreement, mortgagors sent a second letter of explanation requesting status. [ 4 ] SPS returned to the Mortgagor a General Acknowledgement Letter dated XX/XX/XXXX. [ 5 ] Mortgagors called SPS twice on XX/XX/XXXX. ( Phone Log ) SPS emailed mortgagors on XX/XX/XXXX requesting : [ 6 ] 1 ) Updated fully prepared consent of Mortgage Subordination Agreement. Which states Select Portfolio Servicing, Inc as attorney in fact for XXXX XXXX XXXX XXXX XXXX, as Trustee for the benefit of the XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX 

2 ) An Appraisal with Impact Study stating how value of property will be affected. 

XXXX XXXX, mortgagors contact person for XXXX XXXX, emailed the requested Mortgage Subordination Agreement showing the exact wording on XX/XX/XXXX and again on XX/XX/XXXX as requested an editable version. 

XX/XX/XXXX the aforementioned mortgage was sold to XXXX XXXX XXXX XXXX  XXXX, as Trustee for the benefit of the XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XXXX2. [ 7 ] Mortgagors still have not received letter stating mortgage was sold. Mortgagors retrieved sell information from XXXX XXXX Clerks Office. 

The requested information, Appraisal/Impact Study, SPS required from mortgagors on XX/XX/XXXX was sent via regular mail on XX/XX/XXXX. Several calls from mortgagor to SPS were placed to check status of Mortgage Subordination Agreement and receipt of Appraisal/Impact Study. ( Call Log XX/XX/XXXX, XX/XX/XXXX. ) SPS General Acknowledgement Letter dated XX/XX/XXXX was issued. [ 8 ] SPS stated to mortgagors that they never received the Appraisal/Impact Study from XX/XX/XXXX. Mortgagors again sent the Appraisal/Impact Study with delivery confirmation, showing delivery on XX/XX/XXXX at XXXXXXXX XXXX. Mortgagors called SPS inquiring about receipt of Appraisal/Impact Study several times in XXXX. ( Call Log XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX. ) SPS insisted the Appraisal/Impact Study had not been delivered, which mortgagor informed SPS it was tracked through USPS and they, ( USPS ) , showed the document had arrived. [ 9 ] SPS moments later stated they found it. 

As seen above, the Mortgagor has made more than reasonable attempts to have SPS complete the Mortgage Subordination Agreement and return to the Mortgagor or XXXX XXXX. To date this has not occurred in what any prudent person would believe was a reasonable time frame. It is the belief of the Mortgagor that SPS and or the Underwriters, they mention but fail to identify, have engaged in procrastination and evasive practices that have disallowed the Mortgagor the full use and freedom of the property deeded to them and Identified as XXXX XXXX XXXX. XXXX, XXXX This unreasonable delay has cost mortgagors approximately {$10000.00} in rental income to date and SPS continued procrastination might possibly cause the lease to terminate. If the lease terminates the lost rental income for mortgagors and their heirs is just shy of {>= $1,000,000}. 

In XX/XX/XXXX, a new Strategic Plan was unveiled by the Federal Finance Housing Agency  ( Hereafter referred to as FHFA ), for the conservatorships of XXXX XXXX XXXX XXXX XXXX. The Plan provides a structure for how FHFA  will usher XXXX XXXX and XXXX XXXX  to realize their statutory missions, center on safety and stability and prepare for a successful conclusion to the conservatorships. 
The three listed objectives of this XX/XX/XXXX new Strategic Plan state, XXXX XXXX and XXXX XXXX : Focus on their core mission responsibilities to foster competitive, liquid, efficient and resilient national housing finance markets that support sustainable homeownership and affordable rental housing ; Operate in a safe and sound manner appropriate for entities in conservatorship ; and Prepare for their eventual exits from the conservatorships. 

In XXXX, XXXX  also released a new annual Conservatorship Scorecard for XXXX XXXX XXXX XXXX XXXX This new XXXX Scorecard aligns tactical priorities and execution at XXXX XXXX XXXX XXXX XXXX to the XXXX Strategic Plan and serves as one of the tools to be utilized in holding them accountable for its effective implementation. [ 10 ] SPS is the Servicer for the XXXX  XXXX, which is a combined mortgage certificate Trust. According to the executed Pooling and Service Agreement for the XXXX XXXX XXXX, SPS can sign the subordination agreement because the lease improves the property value, with the installation of a utility. 

Call Log Calls to Select Portfolio Servicing XXXX Date. Time. Number. Origination. Destination. XXXX XX/XX/XXXX. XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX Mortgage Subordination Agreement [ 2 ] Letter from Mortgagors to SPS Dated XX/XX/XXXX [ 3 ] General Acknowledgement Letter from SPS to Mortgagors XX/XX/XXXX [ 4 ] XX/XX/XXXX Mortgagors letter of Explanation to SPS [ 5 ] General Acknowledgement Letter from SPS to Mortgagors XX/XX/XXXX [ 6 ] Email from SPS Ombudsman Department Dated XX/XX/XXXX [ 7 ] XX/XX/XXXX letter from SPS to mortgagors, who requested lien holder contact information on XX/XX/XXXX. 
[ 8 ] General Acknowledgement Letter from SPS to Mortgagors XX/XX/XXXX, XXXX [ 9 ] XX/XX/XXXX USPS Tracking [ XXXX ] XXXX : XXXX",Company believes it acted appropriately as authorized by contract or law,"SELECT PORTFOLIO SERVICING, INC.",GA,316XX,,Consent provided,Web,2022-08-11,Closed with explanation,True,N/A,5814593,"REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED , REDACTED REDACTED REDACTED REDACTED REDACTED Mortgage Servicer : Select Portfolio Services Inc REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED , REDACTED REDACTED REDACTED ( Ombudsman Department ) Note Holder Listed at REDACTED REDACTED REDACTED REDACTED Clerk of Court and SPS : REDACTED REDACTED REDACTED REDACTED REDACTED , as Trustee for the benefit of the REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED . REDACTED_DATE REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED ( Property Owner/Land Lord/ REDACTED REDACTED signed a lease agreement with REDACTED REDACTED ( REDACTED REDACTED REDACTED REDACTED for less than 1 acre of land located at REDACTED REDACTED REDACTED , REDACTED , GA REDACTED , REDACTED REDACTED REDACTED REDACTED REDACTED signed their copy on REDACTED_DATE . This agreement is for a lease, not a purchase, of less than 1 acre of land contained in a plot of 19.75 acres. The option is one year from signing and can be extended one more year, although REDACTED REDACTED has not extended as of REDACTED_DATE . [ REDACTED ] REDACTED REDACTED requires the current mortgage company or mortgage servicing company to sign Mortgage Subordination Agreement with the understanding if mortgagor defaults then the lease agreement will stand with lien holder ( Note Holder ). Phone Contact was made with Select Portfolio Servicing, Inc ( Hereafter refered to as SPS ) requesting the exact department and mailing address to send Mortgage Subordination Agreement. ( See Phone Log REDACTED_DATE ). The Mortgage Subordination Agreement was sent to SPS on REDACTED_DATE . [ 2 ] SPS acknowledge receipt of REDACTED_DATE correspondence with their letter dated REDACTED_DATE . [ 3 ] Mortgagors made several calls to SPS requesting the status of their completion of the Mortgage Subordination Agreement. SPSs reply was general in stating, it is under review, awaiting management review, or with underwriters ( Phone Log REDACTED_DATE REDACTED REDACTED_DATE ) REDACTED_DATE , after no contact or progress with the Mortgage Subordination Agreement, mortgagors sent a second letter of explanation requesting status. [ 4 ] SPS returned to the Mortgagor a General Acknowledgement Letter dated REDACTED_DATE . [ 5 ] Mortgagors called SPS twice on REDACTED_DATE . ( Phone Log ) SPS emailed mortgagors on REDACTED_DATE requesting : [ 6 ] 1 ) Updated fully prepared consent of Mortgage Subordination Agreement. Which states Select Portfolio Servicing, Inc as attorney in fact for REDACTED REDACTED REDACTED REDACTED REDACTED , as Trustee for the benefit of the REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED 2 ) An Appraisal with Impact Study stating how value of property will be affected. REDACTED REDACTED , mortgagors contact person for REDACTED REDACTED , emailed the requested Mortgage Subordination Agreement showing the exact wording on REDACTED_DATE and again on REDACTED_DATE as requested an editable version. REDACTED_DATE the aforementioned mortgage was sold to REDACTED REDACTED REDACTED REDACTED REDACTED , as Trustee for the benefit of the REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED 2. [ 7 ] Mortgagors still have not received letter stating mortgage was sold. Mortgagors retrieved sell information from REDACTED REDACTED Clerks Office. The requested information, Appraisal/Impact Study, SPS required from mortgagors on REDACTED_DATE was sent via regular mail on REDACTED_DATE . Several calls from mortgagor to SPS were placed to check status of Mortgage Subordination Agreement and receipt of Appraisal/Impact Study. ( Call Log REDACTED_DATE , REDACTED_DATE . ) SPS General Acknowledgement Letter dated REDACTED_DATE was issued. [ 8 ] SPS stated to mortgagors that they never received the Appraisal/Impact Study from REDACTED_DATE . Mortgagors again sent the Appraisal/Impact Study with delivery confirmation, showing delivery on REDACTED_DATE at REDACTED REDACTED . Mortgagors called SPS inquiring about receipt of Appraisal/Impact Study several times in REDACTED . ( Call Log REDACTED_DATE , REDACTED_DATE , REDACTED_DATE , REDACTED_DATE , REDACTED_DATE , REDACTED_DATE . ) SPS insisted the Appraisal/Impact Study had not been delivered, which mortgagor informed SPS it was tracked through USPS and they, ( USPS ) , showed the document had arrived. [ 9 ] SPS moments later stated they found it. As seen above, the Mortgagor has made more than reasonable attempts to have SPS complete the Mortgage Subordination Agreement and return to the Mortgagor or REDACTED REDACTED . To date this has not occurred in what any prudent person would believe was a reasonable time frame. It is the belief of the Mortgagor that SPS and or the Underwriters, they mention but fail to identify, have engaged in procrastination and evasive practices that have disallowed the Mortgagor the full use and freedom of the property deeded to them and Identified as REDACTED REDACTED REDACTED . REDACTED , REDACTED This unreasonable delay has cost mortgagors approximately {$10000.00} in rental income to date and SPS continued procrastination might possibly cause the lease to terminate. If the lease terminates the lost rental income for mortgagors and their heirs is just shy of {>= $1,000,000}. In REDACTED_DATE , a new Strategic Plan was unveiled by the Federal Finance Housing Agency ( Hereafter referred to as FHFA ), for the conservatorships of REDACTED REDACTED REDACTED REDACTED REDACTED . The Plan provides a structure for how FHFA will usher REDACTED REDACTED and REDACTED REDACTED to realize their statutory missions, center on safety and stability and prepare for a successful conclusion to the conservatorships. The three listed objectives of this REDACTED_DATE new Strategic Plan state, REDACTED REDACTED and REDACTED REDACTED : Focus on their core mission responsibilities to foster competitive, liquid, efficient and resilient national housing finance markets that support sustainable homeownership and affordable rental housing ; Operate in a safe and sound manner appropriate for entities in conservatorship ; and Prepare for their eventual exits from the conservatorships. In REDACTED , REDACTED also released a new annual Conservatorship Scorecard for REDACTED REDACTED REDACTED REDACTED REDACTED This new REDACTED Scorecard aligns tactical priorities and execution at REDACTED REDACTED REDACTED REDACTED REDACTED to the REDACTED Strategic Plan and serves as one of the tools to be utilized in holding them accountable for its effective implementation. [ 10 ] SPS is the Servicer for the REDACTED REDACTED , which is a combined mortgage certificate Trust. According to the executed Pooling and Service Agreement for the REDACTED REDACTED REDACTED , SPS can sign the subordination agreement because the lease improves the property value, with the installation of a utility. Call Log Calls to Select Portfolio Servicing REDACTED Date. Time. Number. Origination. Destination. REDACTED REDACTED_DATE . REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED Mortgage Subordination Agreement [ 2 ] Letter from Mortgagors to SPS Dated REDACTED_DATE [ 3 ] General Acknowledgement Letter from SPS to Mortgagors REDACTED_DATE [ 4 ] REDACTED_DATE Mortgagors letter of Explanation to SPS [ 5 ] General Acknowledgement Letter from SPS to Mortgagors REDACTED_DATE [ 6 ] Email from SPS Ombudsman Department Dated REDACTED_DATE [ 7 ] REDACTED_DATE letter from SPS to mortgagors, who requested lien holder contact information on REDACTED_DATE . [ 8 ] General Acknowledgement Letter from SPS to Mortgagors REDACTED_DATE , REDACTED [ 9 ] REDACTED_DATE USPS Tracking [ REDACTED ] REDACTED : REDACTED",0.9974
2022-08-23,Checking or savings account,Checking account,Closing an account,Can't close your account,[No Narrative],,JPMORGAN CHASE & CO.,HI,96819,Older American,Consent not provided,Web,2022-08-23,Closed with explanation,True,N/A,5909791,[No Narrative],0.0
2022-10-20,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Sent card you never applied for,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,CA,90034,,N/A,Referral,2022-10-20,Closed with non-monetary relief,True,N/A,6110467,[No Narrative],0.0
2022-10-27,Credit card or prepaid card,Store credit card,Problem when making payments,Problem during payment process,[No Narrative],,"Bread Financial Holdings, Inc.",FL,32812,,N/A,Referral,2022-10-31,Closed with monetary relief,True,N/A,6149052,[No Narrative],0.0
2022-12-10,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"On XX/XX/22 My XXXX and my USBank Account was hacked. Sending a charge of XXXX Dollars to someone through XXXX, and a charge of XXXX through XXXX. I immediately changed my password on XXXX and called USBank to submit a claim as fraud. I didn't even have to lock my account because USBank flagged it immediately as fraud. I was informed it would take XXXX to 90 days for my dispute to be solved. When I called a week later to check up on the status of my claim, they informed me that they admit it was fraud but that my request was denied, and I would receive a letter in the mail if I disagreed. XXXX dollars is my livelihood and USBank has not worked with me at all in trying to investigate this very clear act of fraud that they ADMITTED TO. I have called USBank 8 times since this all started. I have gone inside 4 USBank to try to talk to a personal banker or someone who can do some further investigation. Even setting up another account to transfer my money to as been completely unprofessional. The response is always there is nothing that can be done ; they're not in charge of that department. On Tuesday XX/XX/XXXX I went into two more bank branches the same treatment of dismissing me with the words there's no number I can call, only an email. I've emailed the Fraud department about my concern, no reply. I have been a loyal customer of USBank for years and to be treated like that amount stolen from me doesn't matter is absolutely ridiculous. I have not been asked any questions to further the investigation, I have not been called or treated with any respect. To have to find out my request was denied while also admitting to fraud is completely illegal. I am going to go into a bank branch every single day until I get my money back. I will call and call until someone speaks to be about this issue and can explain how money I never authorized can not be returned to me. I called the very same day it was taken from me. I reached out to XXXX there's an investigation going on there as well. I have contacted XXXX 's chat agent twice on XX/XX/XXXX and XX/XX/XXXX and XX/XX/XXXX about the matter of disputing the XXXX sent over from my bank account over to another user. Whoever hacked my XXXX must have accidently sent the money to the wrong user because that user is my roommate. She forwarded the money back to me. XXXX claims to dispute that the money should have never been sent they need to contact the user but have not done so. I am a single woman trying to support myself and I can not have all of my savings I've worked hard for years to be taken in just one day, and to have these companies say they can do nothing about this issue.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,NE,68106,,Consent provided,Web,2022-12-10,Closed with explanation,True,N/A,6303627,"On REDACTED / REDACTED /22 My REDACTED and my USBank Account was hacked. Sending a charge of REDACTED Dollars to someone through REDACTED , and a charge of REDACTED through REDACTED . I immediately changed my password on REDACTED and called USBank to submit a claim as fraud. I didn't even have to lock my account because USBank flagged it immediately as fraud. I was informed it would take REDACTED to 90 days for my dispute to be solved. When I called a week later to check up on the status of my claim, they informed me that they admit it was fraud but that my request was denied, and I would receive a letter in the mail if I disagreed. REDACTED dollars is my livelihood and USBank has not worked with me at all in trying to investigate this very clear act of fraud that they ADMITTED TO. I have called USBank 8 times since this all started. I have gone inside 4 USBank to try to talk to a personal banker or someone who can do some further investigation. Even setting up another account to transfer my money to as been completely unprofessional. The response is always there is nothing that can be done ; they're not in charge of that department. On Tuesday REDACTED_DATE I went into two more bank branches the same treatment of dismissing me with the words there's no number I can call, only an email. I've emailed the Fraud department about my concern, no reply. I have been a loyal customer of USBank for years and to be treated like that amount stolen from me doesn't matter is absolutely ridiculous. I have not been asked any questions to further the investigation, I have not been called or treated with any respect. To have to find out my request was denied while also admitting to fraud is completely illegal. I am going to go into a bank branch every single day until I get my money back. I will call and call until someone speaks to be about this issue and can explain how money I never authorized can not be returned to me. I called the very same day it was taken from me. I reached out to REDACTED there's an investigation going on there as well. I have contacted REDACTED 's chat agent twice on REDACTED_DATE and REDACTED_DATE and REDACTED_DATE about the matter of disputing the REDACTED sent over from my bank account over to another user. Whoever hacked my REDACTED must have accidently sent the money to the wrong user because that user is my roommate. She forwarded the money back to me. REDACTED claims to dispute that the money should have never been sent they need to contact the user but have not done so. I am a single woman trying to support myself and I can not have all of my savings I've worked hard for years to be taken in just one day, and to have these companies say they can do nothing about this issue.",-0.9937
2023-01-18,Mortgage,Conventional home mortgage,Trouble during payment process,,"The previous servicer ( XXXX XXXX & XXXX XXXX XXXX ) received a wire for {$49000.00} on XX/XX/XXXX. My loan was transferred to another company on XX/XX/XXXX, the funds did not transfer with the loan. I have bee trying to get XXXX to send the funds to the new company for almost 2 months now. I called the XXXX today, XX/XX/XXXX, now they are telling me they still have not wired the funds when multiple managers assure the funds had already been sent to new company. ( stated they wired your company the {$49000.00} that was received by them. Below is the bogus wire info from there XXXX XXXX # XXXX confirmation # XXXX I need these funds posted to my loan. None of my funds need to be applied the inspection and FC fees, its not valid and you all and the previous company are investigating. The funds will bring my loan current plus payment for 3 future months, use funds to cover my escrow shortage, then place remaining funds in unapplied. 

In additional, XXXX has legal fees and inspection fees when I was on the COVID-FB, then tried to get mod sent with updated dates. I was protected by the Cares Act, there is no reason my loan should have gone into foreclosure, I kept constant contact. I keep getting the run around. 

You all need to do your job and reach out to XXXX. You both have me playing the middle guy when yall need to communicate. WHERE IS THE {$49000.00}?!?",,"MONEY SOURCE, INC., THE",GA,30213,,Consent provided,Web,2023-01-18,Closed with explanation,True,N/A,6447371,"The previous servicer ( REDACTED REDACTED & REDACTED REDACTED REDACTED ) received a wire for {$49000.00} on REDACTED_DATE . My loan was transferred to another company on REDACTED_DATE , the funds did not transfer with the loan. I have bee trying to get REDACTED to send the funds to the new company for almost 2 months now. I called the REDACTED today, REDACTED_DATE , now they are telling me they still have not wired the funds when multiple managers assure the funds had already been sent to new company. ( stated they wired your company the {$49000.00} that was received by them. Below is the bogus wire info from there REDACTED REDACTED # REDACTED confirmation # REDACTED I need these funds posted to my loan. None of my funds need to be applied the inspection and FC fees, its not valid and you all and the previous company are investigating. The funds will bring my loan current plus payment for 3 future months, use funds to cover my escrow shortage, then place remaining funds in unapplied. In additional, REDACTED has legal fees and inspection fees when I was on the COVID-FB, then tried to get mod sent with updated dates. I was protected by the Cares Act, there is no reason my loan should have gone into foreclosure, I kept constant contact. I keep getting the run around. You all need to do your job and reach out to REDACTED . You both have me playing the middle guy when yall need to communicate. WHERE IS THE {$49000.00}?!?",0.7685
2023-03-02,Credit card or prepaid card,General-purpose credit card or charge card,Credit monitoring or identity theft protection services,Problem canceling credit monitoring or identify theft protection service,[No Narrative],,CAPITAL ONE FINANCIAL CORPORATION,NC,28144,,N/A,Referral,2023-03-02,Closed with non-monetary relief,True,N/A,6639595,[No Narrative],0.0
2023-05-18,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,TRUIST FINANCIAL CORPORATION,NC,27408,Older American,Consent not provided,Web,2023-05-18,Closed with explanation,True,N/A,6993839,[No Narrative],0.0
2023-06-19,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,[No Narrative],,Chime Financial Inc,MI,49617,,Consent not provided,Web,2023-06-19,Closed with monetary relief,True,N/A,7138788,[No Narrative],0.0
2023-06-24,Checking or savings account,Checking account,Closing an account,Funds not received from closed account,"On XX/XX/XXXX I tried to log in to my online banking access was denied, then I call Citi bank to find out if their system is down they told me they have closed my account due to suspicious activity, they said my check from my employer with my name and everything has been returned I told them let me call my employer they told me no need to that their decision was final. I asked about my funds they told me I will be able to access them after investigation that may take up to 60 days. I have a checking and a saving with about XXXX XXXX or more. What am I going to do how am i going to pay my bills Ps : the check amount was XXXXXXXX XXXX CITI BANK IS UNFAIR TO CONSUMERS",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NJ,07111,,Consent provided,Web,2023-06-24,Closed with explanation,True,N/A,7161512,"On REDACTED_DATE I tried to log in to my online banking access was denied, then I call Citi bank to find out if their system is down they told me they have closed my account due to suspicious activity, they said my check from my employer with my name and everything has been returned I told them let me call my employer they told me no need to that their decision was final. I asked about my funds they told me I will be able to access them after investigation that may take up to 60 days. I have a checking and a saving with about REDACTED REDACTED or more. What am I going to do how am i going to pay my bills Ps : the check amount was REDACTED REDACTED CITI BANK IS UNFAIR TO CONSUMERS",-0.8964
