Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,cleaned_consumer_narrative,narrative_sentiment_score
2016-01-20,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,[No Narrative],Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",AZ,85260,,Consent not provided,Web,2016-01-20,Closed with explanation,True,No,1750160,[No Narrative],0.0
2016-04-20,Bank account or service,Checking account,"Making/receiving payments, sending money",,[No Narrative],,KEYCORP,MT,59718,,N/A,Referral,2016-04-20,Closed with non-monetary relief,True,No,1889156,[No Narrative],0.0
2016-09-08,Credit card,,APR or interest rate,,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,MS,39120,,Consent not provided,Web,2016-09-08,Closed with explanation,True,No,2099346,[No Narrative],0.0
2016-11-02,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Our home is being foreclosed on fraudulently. Once a month we would get a note says XXXX is claiming that the home is empty, so we would call and tell them that we lived there ( phone records to prove it ) The letters stopped A few months ago. Since then XXXX XXXX that look like XXXX showed up at our home while we were at work. Claiming to be from the bank. They told our neighbor that they had to clear the property and make it look like no one lived there. They stole items from around our home, yard, back deck, and threw our dog igloo house and lawn mower over the deck down to the creek. We have neighbors that witnessed this. They have enter our home illegally and changed the locks not once but twice on our back door even after leaving notes that we live here. We have their lock boxes to prove it. Our XXXX chickens disappeared and stuff inside there coup was stolen as well. We submitted a request for re-modification through a HUD approved housing counseling agency. Fax transmittal to prove it. A few days later they filed paperwork with the county clerk to sell home. Our home is still up for sale on XXXX XXXX, XXXX. Back in XXXX XXXX XXXX XXXX approved our request for re-modification then took it back and said there was an error. Denial was based on them assessing our home way above actual value so we would n't qualify for re-modification that we in fact should have qualified for. We appealed it and included an appraisal as well as 6 local comps to prove what is was truly worth. Then they switched servicers on us. I believe that Bank of NY Mellon does n't want to re-mod our loan even though these programs were created specifically to help people like us.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,950XX,,Consent provided,Web,2016-11-08,Closed with explanation,True,No,2191909,"Our home is being foreclosed on fraudulently. Once a month we would get a note says REDACTED is claiming that the home is empty, so we would call and tell them that we lived there ( phone records to prove it ) The letters stopped A few months ago. Since then REDACTED REDACTED that look like REDACTED showed up at our home while we were at work. Claiming to be from the bank. They told our neighbor that they had to clear the property and make it look like no one lived there. They stole items from around our home, yard, back deck, and threw our dog igloo house and lawn mower over the deck down to the creek. We have neighbors that witnessed this. They have enter our home illegally and changed the locks not once but twice on our back door even after leaving notes that we live here. We have their lock boxes to prove it. Our REDACTED chickens disappeared and stuff inside there coup was stolen as well. We submitted a request for re-modification through a HUD approved housing counseling agency. Fax transmittal to prove it. A few days later they filed paperwork with the county clerk to sell home. Our home is still up for sale on REDACTED REDACTED , REDACTED . Back in REDACTED REDACTED REDACTED REDACTED approved our request for re-modification then took it back and said there was an error. Denial was based on them assessing our home way above actual value so we would n't qualify for re-modification that we in fact should have qualified for. We appealed it and included an appraisal as well as 6 local comps to prove what is was truly worth. Then they switched servicers on us. I believe that Bank of NY Mellon does n't want to re-mod our loan even though these programs were created specifically to help people like us.",0.9666
2016-11-07,Bank account or service,Checking account,"Account opening, closing, or management",,"BB & T charged the bank account for my XXXX for a "" service charges prior period ''. When I called to inquire they said a manager would need to call me back. I called back a couple hours later and was then put on hold until the manager could talk with me. A manager is the only person that could reverse the charge. 

They had no good explanation other than the account was put into the wrong account type when they converted from XXXX to BB & T and they were going to charge the XXXX a fee for being in a business account. 

When I told them this smelled like XXXX, they very quickly indicated that they would refund the fee within 24 hours and move the account to a not for profit account type which had no fee. I told them that I appreciate that, but I knew that the bank had 100s of XXXX accounts not to mention other not-for-profit organizations. He agreed and I told him charging this fee was totally inappropriate. The XXXX received no communication about this change and I suspect many other accounts have this fee charged to them. I believe the CFPB should look into BB & Ts business practices, this is no different than what XXXX did.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,KY,41017,,Consent provided,Web,2016-11-07,Closed with explanation,True,Yes,2197653,"BB & T charged the bank account for my REDACTED for a "" service charges prior period ''. When I called to inquire they said a manager would need to call me back. I called back a couple hours later and was then put on hold until the manager could talk with me. A manager is the only person that could reverse the charge. They had no good explanation other than the account was put into the wrong account type when they converted from REDACTED to BB & T and they were going to charge the REDACTED a fee for being in a business account. When I told them this smelled like REDACTED , they very quickly indicated that they would refund the fee within 24 hours and move the account to a not for profit account type which had no fee. I told them that I appreciate that, but I knew that the bank had 100s of REDACTED accounts not to mention other not-for-profit organizations. He agreed and I told him charging this fee was totally inappropriate. The REDACTED received no communication about this change and I suspect many other accounts have this fee charged to them. I believe the CFPB should look into BB & Ts business practices, this is no different than what REDACTED did.",-0.8848
2017-02-23,Credit card,,Credit card protection / Debt protection,,"Let me start by saying clearly and plainly, we did not charge anything to this company and we have received nothing from this company. 
Now the story ; We had a Visa Signature credit card with Bank of America. When we received our XXXX statement we immediately call the bank about an unauthorized credit card purchase to someone called XXXX at XXXX. We called the company and received a text mail subscriber phone number ( which is a clear indication of a typical scammer telephone ). We left a message with this XXXX company and never heard back. We sent the company an email from the email address provided by the Bank of America and it was rejected as "" ADDRESS NOT FOUND ''. 

Additionally we lodged a complaint with the credit card holder, Bank of America. On XXXX XXXX, we received a letter from Bank of America indicating our account was credited for the full {$220.00}. But on XXXX statement the charge reappeared. The bank claims they have a receipt that proves we charged it because it has our address on it. I 'm sorry but a simple XXXX search will show anyone our address. So that is n't proof at all. 

Additionally the receipt that Bank of America proved to us clearly shows the Shipping Address as "" UnConfirmed ''. Obvious since we received no package from this XXXX company. 

We do not believe that we should be forced to pay for a credit charge that we did not authorize. And that the Bank of American or their associates does not have the right to come up with "" bogus '' information to convince us to pay for their mistakes. 

We have all telephone calls with Bank of America recorded if you should need to listen to them. 

Also we should note that the credit card in question was replaced in XXXX for other fraudulent charges. 

It is our opinion that Bank of America is unwilling to assist us and intend to make us pay for their mistakes and inability to handle. I have attached a copy of the bogus receipt as well.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",MI,48306,Older American,Consent provided,Web,2017-02-23,Closed with monetary relief,True,No,2358861,"Let me start by saying clearly and plainly, we did not charge anything to this company and we have received nothing from this company. Now the story ; We had a Visa Signature credit card with Bank of America. When we received our REDACTED statement we immediately call the bank about an unauthorized credit card purchase to someone called REDACTED at REDACTED . We called the company and received a text mail subscriber phone number ( which is a clear indication of a typical scammer telephone ). We left a message with this REDACTED company and never heard back. We sent the company an email from the email address provided by the Bank of America and it was rejected as "" ADDRESS NOT FOUND ''. Additionally we lodged a complaint with the credit card holder, Bank of America. On REDACTED REDACTED , we received a letter from Bank of America indicating our account was credited for the full {$220.00}. But on REDACTED statement the charge reappeared. The bank claims they have a receipt that proves we charged it because it has our address on it. I 'm sorry but a simple REDACTED search will show anyone our address. So that is n't proof at all. Additionally the receipt that Bank of America proved to us clearly shows the Shipping Address as "" UnConfirmed ''. Obvious since we received no package from this REDACTED company. We do not believe that we should be forced to pay for a credit charge that we did not authorize. And that the Bank of American or their associates does not have the right to come up with "" bogus '' information to convince us to pay for their mistakes. We have all telephone calls with Bank of America recorded if you should need to listen to them. Also we should note that the credit card in question was replaced in REDACTED for other fraudulent charges. It is our opinion that Bank of America is unwilling to assist us and intend to make us pay for their mistakes and inability to handle. I have attached a copy of the bogus receipt as well.",-0.8834
2017-03-08,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,,,,N/A,Postal mail,2017-03-13,Closed with explanation,True,No,2377237,[No Narrative],0.0
2017-05-04,Mortgage,Conventional home mortgage,Trouble during payment process,,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,PA,15009,,Consent not provided,Web,2017-05-04,Closed with explanation,True,N/A,2475761,[No Narrative],0.0
2017-06-25,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",MA,01515,"Older American, Servicemember",Consent not provided,Web,2017-06-25,Closed with monetary relief,True,N/A,2558295,[No Narrative],0.0
2017-07-11,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,"Company : Chase Credit Card for Amazon.com I am a victim of identity theft. I just became aware of this on XX/XX/XXXX by a different credit card company. As a result, I have placed a fraud alert on my credit report and ordered all three reports. <P/> I received a missed call on XX/XX/XXXX from the following number : XXXX at approximately XXXX XXXX. The caller left a voicemail identifying himself as XXXX from Chase Fraud Prevention Dept for Amazon.com Credit Cards. He left a call back number of : XXXX and a reference number. <P/> I did not call the above number as I am leary about the validity of the caller. My guard is extremely high at this point. I instead used XXXX to find a toll free number for Chase. I called XXXX at approximately XXXX XXXX. <P/> The 1st Customer Service Rep I spoke with was XXXX. I asked to be connected with the Fraud dept. I also asked him to provide me with their phone number ( in an effort for me to try to verify the phone number left on my voicemail ). He stated they did not have a number?? But stated he could connect me to them after verifying my information. I explained the situation of how I am not a customer of theirs, I received a call from the Fraud dept, and that I did not feel comfortable supplying him with my personal information. XXXX did not seem to understand the seriousness of my concerns so I requested to speak with his supervisor. I was then connected to XXXX. She identified herself as the Fraud Dept Supervisor. <P/> I reiterated my concerns to XXXX. She stated their phone number is : XXXX. She was unable to confirm if the initial phone number left on my voicemail was valid. She too requested my personal information that I was not willing to provide for my security. Besides, they should be able to use the reference number to pull up whatever file that has been created in my name. <P/> Out of frustration with the process, I stated I was ending the call with her. <P/> I then decided to call Chase again, but this time using the phone number listed on my credit report which is : XXXX7. A gentleman by the name of XXXX answered. I explained my situation and he connected me with XXXX ( a male ) in the Fraud dept. I gave XXXX my full name, the reference number left on my voicemail, and explained the situation. He seemed to be more helpful than anyone else I had spoken with. However he asked for my address to send paperwork for the fraud investigation. I refused. In hindsight this seems like a reasonable request. However I am leary as this is the second notification I received of fraud within the past few weeks. <P/> Please, someone help me!! I simply want Chase to void whatever application that was submitted in my name fraudulently. If they opened an account in my name, I want it closed! I also want them to conduct an investigation as to who may have done this. Would someone please contact Chase on my behalf to facilitate this? <P/> By the way, I just noticed a hard inquiry on my credit report from Chase which was apparently done on XX/XX/XXXX ( which I did not initiate ). I want that removed as well!!",,JPMORGAN CHASE & CO.,PA,190XX,,Consent provided,Web,2017-07-11,Closed with non-monetary relief,True,N/A,2571431,"Company : Chase Credit Card for Amazon.com I am a victim of identity theft. I just became aware of this on REDACTED_DATE by a different credit card company. As a result, I have placed a fraud alert on my credit report and ordered all three reports. <P/> I received a missed call on REDACTED_DATE from the following number : REDACTED at approximately REDACTED REDACTED . The caller left a voicemail identifying himself as REDACTED from Chase Fraud Prevention Dept for Amazon.com Credit Cards. He left a call back number of : REDACTED and a reference number. <P/> I did not call the above number as I am leary about the validity of the caller. My guard is extremely high at this point. I instead used REDACTED to find a toll free number for Chase. I called REDACTED at approximately REDACTED REDACTED . <P/> The 1st Customer Service Rep I spoke with was REDACTED . I asked to be connected with the Fraud dept. I also asked him to provide me with their phone number ( in an effort for me to try to verify the phone number left on my voicemail ). He stated they did not have a number?? But stated he could connect me to them after verifying my information. I explained the situation of how I am not a customer of theirs, I received a call from the Fraud dept, and that I did not feel comfortable supplying him with my personal information. REDACTED did not seem to understand the seriousness of my concerns so I requested to speak with his supervisor. I was then connected to REDACTED . She identified herself as the Fraud Dept Supervisor. <P/> I reiterated my concerns to REDACTED . She stated their phone number is : REDACTED . She was unable to confirm if the initial phone number left on my voicemail was valid. She too requested my personal information that I was not willing to provide for my security. Besides, they should be able to use the reference number to pull up whatever file that has been created in my name. <P/> Out of frustration with the process, I stated I was ending the call with her. <P/> I then decided to call Chase again, but this time using the phone number listed on my credit report which is : REDACTED 7. A gentleman by the name of REDACTED answered. I explained my situation and he connected me with REDACTED ( a male ) in the Fraud dept. I gave REDACTED my full name, the reference number left on my voicemail, and explained the situation. He seemed to be more helpful than anyone else I had spoken with. However he asked for my address to send paperwork for the fraud investigation. I refused. In hindsight this seems like a reasonable request. However I am leary as this is the second notification I received of fraud within the past few weeks. <P/> Please, someone help me!! I simply want Chase to void whatever application that was submitted in my name fraudulently. If they opened an account in my name, I want it closed! I also want them to conduct an investigation as to who may have done this. Would someone please contact Chase on my behalf to facilitate this? <P/> By the way, I just noticed a hard inquiry on my credit report from Chase which was apparently done on REDACTED_DATE ( which I did not initiate ). I want that removed as well!!",-0.7672
2017-07-27,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",FL,33715,,N/A,Referral,2017-07-28,Closed with explanation,True,N/A,2589273,[No Narrative],0.0
2017-08-05,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,95661,,Consent not provided,Web,2017-08-05,Closed with explanation,True,N/A,2595929,[No Narrative],0.0
2017-11-28,Mortgage,Conventional home mortgage,Trouble during payment process,,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,91403,Older American,Consent not provided,Web,2017-11-28,Closed with non-monetary relief,True,N/A,2739178,[No Narrative],0.0
2018-02-18,Credit card or prepaid card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"Citibank says that I was charged too late fees one of {$35.00}, one of {$27.00}. My regular payment amount is {$68.00}. XX/XX/XXXX total {$150.00} XX/XX/XXXX XXXX. Difference each month of {$88.00}. {$120.00}. 
The representatives at the bank over the phone did not tell me accurately about my account so I could not access the response to give properly when talking to them. Including the manager this also differs from what the XXXX XXXX wrote in the letter reply. XXXX XXXX claims they can not refund only the {$27.00} because there is no record, however it is not a customers fault there is no record. Also there was no explination as to the extra charges because {$27.00} and {$35.00} total {$62.00}. I was charged way ore than that. 
As well, in one month I believe XX/XX/XXXX. I had asked the rep when making the phone how much I needed to pay to pay the balance she told me the wrong amount when I paid the {$10.00} payment. Then made the payment, if the person told me about the other {$5.00} I would have paid that but they did not. The person also did not explain not paying the fees would cause another late fee. I was not told this by any representative when I called. When I was told that the late fee would be creditied they told me it would take a couple of days to come back onto the account so I assumed I would not have to pay the full balance on the bill for the fees. Again XXXX XXXX thinks because the bank didn't note it that I didnt ' say anything, but the bank can see that I called and they can see I spoke to the manager. They can also see I made the payments and that I didn't pay the extra charges/ fees. It is lame excuse on XXXX XXXX to say they can't find a promise to credit it, however just the {$27.00} is not making up for the total amount I paid extra for some reason why was never explained. 
From this experience, I will now make a representative make a notation on the account, I will no longer just "" trust '' what the person says.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,90028,,Consent provided,Web,2018-02-18,Closed with explanation,True,N/A,2817776,"Citibank says that I was charged too late fees one of {$35.00}, one of {$27.00}. My regular payment amount is {$68.00}. REDACTED_DATE total {$150.00} REDACTED_DATE REDACTED . Difference each month of {$88.00}. {$120.00}. The representatives at the bank over the phone did not tell me accurately about my account so I could not access the response to give properly when talking to them. Including the manager this also differs from what the REDACTED REDACTED wrote in the letter reply. REDACTED REDACTED claims they can not refund only the {$27.00} because there is no record, however it is not a customers fault there is no record. Also there was no explination as to the extra charges because {$27.00} and {$35.00} total {$62.00}. I was charged way ore than that. As well, in one month I believe REDACTED_DATE . I had asked the rep when making the phone how much I needed to pay to pay the balance she told me the wrong amount when I paid the {$10.00} payment. Then made the payment, if the person told me about the other {$5.00} I would have paid that but they did not. The person also did not explain not paying the fees would cause another late fee. I was not told this by any representative when I called. When I was told that the late fee would be creditied they told me it would take a couple of days to come back onto the account so I assumed I would not have to pay the full balance on the bill for the fees. Again REDACTED REDACTED thinks because the bank didn't note it that I didnt ' say anything, but the bank can see that I called and they can see I spoke to the manager. They can also see I made the payments and that I didn't pay the extra charges/ fees. It is lame excuse on REDACTED REDACTED to say they can't find a promise to credit it, however just the {$27.00} is not making up for the total amount I paid extra for some reason why was never explained. From this experience, I will now make a representative make a notation on the account, I will no longer just "" trust '' what the person says.",-0.7028
2018-03-16,Credit card or prepaid card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with rewards from credit card,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,33012,,N/A,Referral,2018-03-22,Closed with explanation,True,N/A,2850187,[No Narrative],0.0
2018-04-30,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"I purchased a pair of products online on XX/XX/2018 for {$27.00} each. The company provided the wrong kind of product, so I contacted Bank of America to open a fraud claim for "" products not as purchased. The investigation by BoA found no wrongdoing by the company, even though I have documented evidence of the company 's mistake. Bank of America has now withdrawn the provision credit they provided and it has overdrafted my account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,77381,,Consent provided,Web,2018-04-30,Closed with monetary relief,True,N/A,2891654,"I purchased a pair of products online on REDACTED / REDACTED /2018 for {$27.00} each. The company provided the wrong kind of product, so I contacted Bank of America to open a fraud claim for "" products not as purchased. The investigation by BoA found no wrongdoing by the company, even though I have documented evidence of the company 's mistake. Bank of America has now withdrawn the provision credit they provided and it has overdrafted my account.",-0.836
2018-09-17,Credit card or prepaid card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"On XX/XX/XXXX, I order a product from a website, it say only XXXX for trying this product. I didn't notice there is a catch on this product for XXXX cost. on the email i got from this company see attached doc, it didn't say anything about additional charge. i call my credit card company and provide them with this email, my credit card company refuse to get this taking off my credit card. please assist.",,CAPITAL ONE FINANCIAL CORPORATION,TX,75035,,Consent provided,Web,2018-09-21,Closed with explanation,True,N/A,3021306,"On REDACTED_DATE , I order a product from a website, it say only REDACTED for trying this product. I didn't notice there is a catch on this product for REDACTED cost. on the email i got from this company see attached doc, it didn't say anything about additional charge. i call my credit card company and provide them with this email, my credit card company refuse to get this taking off my credit card. please assist.",0.7845
2018-10-16,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Sent card you never applied for,I received a credit card in the mail from Synchrony Financial located in XXXX FL. The account was opened on XX/XX/18 without my knowledge or consent. It appears on my credit report from all 3 reporting agencies and includes a hard inquiry from the same company. I neither applied for or authorized the inquiry or the opening of the account. I have contacted Synchrony Financial and it has not been closed or removed from my credit reports. The company would not say who applied for the credit card and I suspect they did this on their own without permission.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,MD,21012,,Consent provided,Web,2018-10-16,Closed with non-monetary relief,True,N/A,3047994,I received a credit card in the mail from Synchrony Financial located in REDACTED FL. The account was opened on REDACTED / REDACTED /18 without my knowledge or consent. It appears on my credit report from all 3 reporting agencies and includes a hard inquiry from the same company. I neither applied for or authorized the inquiry or the opening of the account. I have contacted Synchrony Financial and it has not been closed or removed from my credit reports. The company would not say who applied for the credit card and I suspect they did this on their own without permission.,0.8271
2018-11-01,Checking or savings account,Other banking product or service,Managing an account,Banking errors,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNTRUST BANKS, INC.",CO,80122,,N/A,Fax,2018-11-07,Closed with explanation,True,N/A,3062888,[No Narrative],0.0
2018-11-26,Checking or savings account,Savings account,Managing an account,Funds not handled or disbursed as instructed,"Hello, My issue is with CitiBank with regards to an account sign-up bonus they offered and are failing to deliver. The bonus was a {$600.00} account bonus for opening a new account with $ XXXX of new money ( link at the bottom ). The terms are : transfer the $ XXXX in, maintain that balance for 2 mos., then within 90 days, you get the bonus. 

I made my deposit on XX/XX/2018, which means I should have gotten it by XX/XX/XXXX ( ish ). I called their Customer Service line couple days after that, and again this week, and they acknowledged I had met the criteria. They both promised to email me with an update ( neither did ), but let me know it's under "" investigation. '' Which, to me, sounds like an arbitrary queue they can put you in to delay disbursement indefinitely - they use it as an excuse to take no action, and refuse to let you speak to anyone in the bonus department. 

I can provide other specific details if you need them. I just want it resolved ASAP! 

Thanks! 

OFFER LINK XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,90020,,Consent provided,Web,2018-11-26,Closed with explanation,True,N/A,3082840,"Hello, My issue is with CitiBank with regards to an account sign-up bonus they offered and are failing to deliver. The bonus was a {$600.00} account bonus for opening a new account with $ REDACTED of new money ( link at the bottom ). The terms are : transfer the $ REDACTED in, maintain that balance for 2 mos., then within 90 days, you get the bonus. I made my deposit on REDACTED / REDACTED /2018, which means I should have gotten it by REDACTED_DATE ( ish ). I called their Customer Service line couple days after that, and again this week, and they acknowledged I had met the criteria. They both promised to email me with an update ( neither did ), but let me know it's under "" investigation. '' Which, to me, sounds like an arbitrary queue they can put you in to delay disbursement indefinitely - they use it as an excuse to take no action, and refuse to let you speak to anyone in the bonus department. I can provide other specific details if you need them. I just want it resolved ASAP! Thanks! OFFER LINK REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED REDACTED",0.9375
2018-12-27,Credit card or prepaid card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"In XX/XX/2018, my XXXX XXXX credit card was charged approximately {$12.00}. On XX/XX/XXXX, I noticed the charged because I received a statement that I was not expecting and I contacted XXXX XXXX to report and dispute the charge. I also contacted XXXX XXXX who could not identify what the charge was for. Because I did not make any purchases with my XXXX XXXX card in XXXX, I assumed this to be an unauthorized charge that would be refunded. 

When I received the next statement, I noticed that the issue had not been resolved, XXXX XXXX   was charging late fees and reporting delinquency to the credit agencies. I called XXXX to check the status of the dispute and resolve the issue. This resulted in several phone calls back and forth between XXXX XXXX and XXXX XXXX. 

In summary, XXXX XXXX  demanded that I pay the disputed amount in order to stop the negative reporting to the credit agencies. They assured me that the money would be refunded if the situation was resolved. 

XXXX XXXX eventually identified the charge as a back-ordered item from a purchase made in XXXX, which was paid in full after I received the statement of the purchase. In addition, I never received the item that was on back-order. On XX/XX/2018, the XXXX XXXX representative told me that they would refund the charge and to expect the credit within 3 business days. 

When I called XXXX XXXX a week later, the XXXX agent told me that it would take 30 days for the credit to appear. 


XXXX XXXX has not issued the refund/credit and XXXX XXXX continues to harass me for payment, threatening me with further action, claiming that I have not responded to them and reporting delinquency to the credit agencies. I am at a loss for how to resolve this situation. 

Thank you for your assistance, XXXX XXXX",,"Bread Financial Holdings, Inc.",IL,60646,,Consent provided,Web,2018-12-27,Closed with monetary relief,True,N/A,3110471,"In REDACTED / REDACTED /2018, my REDACTED REDACTED credit card was charged approximately {$12.00}. On REDACTED_DATE , I noticed the charged because I received a statement that I was not expecting and I contacted REDACTED REDACTED to report and dispute the charge. I also contacted REDACTED REDACTED who could not identify what the charge was for. Because I did not make any purchases with my REDACTED REDACTED card in REDACTED , I assumed this to be an unauthorized charge that would be refunded. When I received the next statement, I noticed that the issue had not been resolved, REDACTED REDACTED was charging late fees and reporting delinquency to the credit agencies. I called REDACTED to check the status of the dispute and resolve the issue. This resulted in several phone calls back and forth between REDACTED REDACTED and REDACTED REDACTED . In summary, REDACTED REDACTED demanded that I pay the disputed amount in order to stop the negative reporting to the credit agencies. They assured me that the money would be refunded if the situation was resolved. REDACTED REDACTED eventually identified the charge as a back-ordered item from a purchase made in REDACTED , which was paid in full after I received the statement of the purchase. In addition, I never received the item that was on back-order. On REDACTED / REDACTED /2018, the REDACTED REDACTED representative told me that they would refund the charge and to expect the credit within 3 business days. When I called REDACTED REDACTED a week later, the REDACTED agent told me that it would take 30 days for the credit to appear. REDACTED REDACTED has not issued the refund/credit and REDACTED REDACTED continues to harass me for payment, threatening me with further action, claiming that I have not responded to them and reporting delinquency to the credit agencies. I am at a loss for how to resolve this situation. Thank you for your assistance, REDACTED REDACTED",-0.3649
2019-04-20,Mortgage,Conventional home mortgage,Trouble during payment process,,[No Narrative],,JPMORGAN CHASE & CO.,TX,78015,,Consent withdrawn,Web,2019-04-20,Closed with explanation,True,N/A,3218243,[No Narrative],0.0
2019-09-18,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Application denied,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,92801,,Consent not provided,Web,2019-09-18,Closed with explanation,True,N/A,3379181,[No Narrative],0.0
2019-10-23,Mortgage,Home equity loan or line of credit (HELOC),Struggling to pay mortgage,,[No Narrative],Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CO,80136,,N/A,Referral,2019-10-23,Closed with explanation,True,N/A,3415495,[No Narrative],0.0
2020-01-21,Checking or savings account,Other banking product or service,Problem with a lender or other company charging your account,Transaction was not authorized,"On XX/XX/2019 I tried to login to my account but was unable. I was locked out of my account. someone else had gained access to my account and changed the login info. 
After contacting PayPal multiple times I was finally able to access my account and I realized that my PayPal balance was gone. {$480.00} had been fraudulently withdrawn on XX/XX/XXXX at a XXXX. 
I contacted PayPal and they were very unhelpful. they weren't even able to provide basic info like how it was even withdrawn as they are supposed to ask for photo ID. they also could not provide info about which XXXX location it was withdrawn as it can be at any location in the world. they assured me that the issue would be resolved. 
so I filed a dispute with PayPal. 
After review, this was their response : Case ID : XXXX Thank you for reporting this case. After reviewing your case, we found that this transaction was not unauthorized and hence couldn't be covered under PayPal Purchase Protection. 
Case details Dispute reason - Unauthorized access Case Status - Closed Date reported - XX/XX/2019 Transactions not refunded I then called PayPal again to get some info about their decision and they just kept repeating that the "" transaction was not unauthorized '' since it was "" an in person transaction '' Basically someone at a XXXX somewhere ( but they can't tell me where ) had withdrawn the money in person so it's not considered fraudulent. 
I then called my local police to file a report but the officer was dumbfounded by the lack of info PayPal was able to provide and he said there's nothing the police can do since they don't even have the basic info of the location of the withdrawal.",,"Paypal Holdings, Inc",FL,32937,,Consent provided,Web,2020-01-22,Closed with monetary relief,True,N/A,3504506,"On REDACTED / REDACTED /2019 I tried to login to my account but was unable. I was locked out of my account. someone else had gained access to my account and changed the login info. After contacting PayPal multiple times I was finally able to access my account and I realized that my PayPal balance was gone. {$480.00} had been fraudulently withdrawn on REDACTED_DATE at a REDACTED . I contacted PayPal and they were very unhelpful. they weren't even able to provide basic info like how it was even withdrawn as they are supposed to ask for photo ID. they also could not provide info about which REDACTED location it was withdrawn as it can be at any location in the world. they assured me that the issue would be resolved. so I filed a dispute with PayPal. After review, this was their response : Case ID : REDACTED Thank you for reporting this case. After reviewing your case, we found that this transaction was not unauthorized and hence couldn't be covered under PayPal Purchase Protection. Case details Dispute reason - Unauthorized access Case Status - Closed Date reported - REDACTED / REDACTED /2019 Transactions not refunded I then called PayPal again to get some info about their decision and they just kept repeating that the "" transaction was not unauthorized '' since it was "" an in person transaction '' Basically someone at a REDACTED somewhere ( but they can't tell me where ) had withdrawn the money in person so it's not considered fraudulent. I then called my local police to file a report but the officer was dumbfounded by the lack of info PayPal was able to provide and he said there's nothing the police can do since they don't even have the basic info of the location of the withdrawal.",0.6533
